trial,lr,batch_size,dropout,weight_decay,optimizer,best_val_acc,test_acc,test_loss,train_time_min,num_params
lr1e-03,0.001,64,0.5,0.0001,adam,0.724,0.7233333333333334,0.9871778710683187,5.69854029417038,163850
lr1e-04,0.0001,64,0.5,0.0001,adam,0.691,0.6953333333333334,1.166082718849182,5.871353181203206,163850
lr1e-01,0.1,64,0.5,0.0001,adam,0.6563333333333333,0.6673333333333333,13.12092824045817,5.671836197376251,163850
lr1e-02,0.01,64,0.5,0.0001,adam,0.653,0.6666666666666666,1.6215676409403483,5.638392996788025,163850
